model,image_height,image_width,batch_size,maximum_epochs,epochs_completed,best_epoch,learning_rate,number_of_classes,training_samples,validation_samples,test_samples,best_validation_loss,best_validation_accuracy,final_validation_loss,final_validation_accuracy,test_loss,test_accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,training_time_seconds,prediction_time_seconds,random_seed
CNN baseline,32,32,64,20,20,20,0.001,43,31367,7842,12630,0.005844264756888151,0.9980872273445129,0.005844264756888151,0.9980872273445129,0.150119349360466,0.9696753760886777,0.9502434587908836,0.9500499408279994,0.9473965138534769,0.9722991076073618,0.9696753760886777,0.9697644000328633,2140.780647754669,7.786086797714233,42
