encoded_class,original_class,class_name,precision,recall,f1_score,support
37,37,Class 37,0.3888888888888889,0.4666666666666667,0.42424242424242425,60
27,27,Class 27,0.5094339622641509,0.45,0.47787610619469023,60
21,21,Class 21,0.631578947368421,0.4,0.4897959183673469,90
36,36,Class 36,0.5702479338842975,0.575,0.5726141078838175,120
19,19,Class 19,0.5,0.7666666666666667,0.605263157894737,60
